Publication_date,Source,Scraped_category,Title,Summary,Article_Url
2024-08-30,BBC,news,AI cameras spot toddlers not wearing seat belts,"Police are carrying out safeguarding checks in Devon and Cornwall after the ""alarming"" discovery.",https://www.bbc.com/news/articles/c5y3pdp099zo
2024-08-30,BBC,news,AI cameras to spot region's drivers on phones,The artificial intelligence technology detects potential offending drivers before a final human check.,https://www.bbc.com/news/articles/cged890y27wo
2024-08-29,BBC,news,AI chip giant Nvidia shares fall despite record sales,The California-based technology giant has been one of the biggest beneficiaries of the AI boom.,https://www.bbc.com/news/articles/c984jrj24wyo
2024-08-25,BBC,news,'I built a million-pound company in mum's house',Jack Williams's AI-based company has sold for millions as part of the lucrative esports industry.,https://www.bbc.com/news/articles/cyx0ezl9xppo
2024-08-22,BBC,news,Hospitals keep AI technology after cancer trial,"The technology detects more potentially cancerous bowel lesions, experts say.",https://www.bbc.com/news/articles/cvg3r35j04po
2024-08-21,BBC,news,ChatGPT firm OpenAI strikes deal with Vogue owner,The multi-year deal is the latest such agreement to be struck between OpenAI and a major media company.,https://www.bbc.com/news/articles/cpqjvl9z9w1o
2024-08-20,BBC,news,"AI technology keeps 6,000 deer from rail routes",The system was installed as part of a trial in Grantham and Stoke-on-Trent.,https://www.bbc.com/news/articles/ckg5l4jq231o
2024-08-17,BBC,news,"AI podcast maker wins  50,000 grant","The artificial intelligence company is working on a platform that makes podcast adverts ""in minutes"".",https://www.bbc.com/news/articles/c9d1jvw8xypo
2024-08-14,BBC,news,No laughing matter - how AI is helping comedians write jokes,Some comedians are turning to artificial intelligence for their new new material.,https://www.bbc.com/news/articles/c1jll2k0gewo
2024-08-13,BBC,news,Growing demand on the dark web for AI abuse images,Anglia Ruskin University researchers say forum members are teaching themselves using non-AI images.,https://www.bbc.com/news/articles/cy76gx0rgzxo
2024-08-12,BBC,news,Man used AI to make indecent child images,"Hugh Nelson is due to be jailed in what police say is a ""landmark case"".",https://www.bbc.com/news/articles/cz9wx05qzxeo
2024-08-09,BBC,reels,Century-old Olympics footage brought back to life,A look through footage from the Paris 1924 Olympics gives viewers a chance to reflect on how much has changed.,https://www.bbc.com/reel/video/p0jh9gjs/century-old-olympics-footage-brought-back-to-life
2024-08-08,BBC,news,The AI tech aiming to identify future Olympians,Olympics fans are trying a new AI-powered system to see if they may be able to win a gold medal one day.,https://www.bbc.com/news/articles/cmj2jkppvx3o
2024-08-08,BBC,reels,How AI scouts sporting heroes of future at the Olympics,A project using AI and sports science identifies potential future athletes from the crowds of Olympic fans.,https://www.bbc.com/reel/video/p0jh0d2y/how-ai-scouts-sporting-heroes-of-future-at-the-olympics
2024-08-07,BBC,news,Online games likely to be hit if strikes continue - union,The union leading the video game performers' strike says multiplayer games might be first affected.,https://www.bbc.com/news/articles/cvgddkq2zx9o
2024-08-07,BBC,news,AI in healthcare: What are the risks for Britain's NHS?,"Generative AI will be transformative for NHS patient outcomes, a senior government advisor says.",https://www.bbc.com/news/articles/c6233x9k4dlo
2024-08-05,BBC,news,'Game changer' AI detects hidden heart attack risk,A pilot is using technology that identifies people at risk of a heart attack in the next 10 years.,https://www.bbc.com/news/articles/c51ylvl8rrlo
2024-08-02,BBC,news,AI robot to venture into hazardous areas,"Oxford Dynamics has a  1m contract with the MoD to design, develop, and supply the robots.",https://www.bbc.com/news/articles/cg647kqk34ro
2024-08-02,BBC,news,AI app to update beachgoers on sea conditions,"SeaCheck provides real-time updates about sea temperature, wind speed and wave height at Boscombe.",https://www.bbc.com/news/articles/c2q0vp25we4o
2024-08-01,BBC,news,Could AI save your pet's life?,"Vets say artificial intelligence is saving lives, but the RCVS says it must be used responsibly.",https://www.bbc.com/news/articles/cx02zd135gpo
2024-08-01,BBC,news,Scheme to support Isle of Man AI use launched,"The programme aims to support people and firms in using the technology, Digital Isle of Man says.",https://www.bbc.com/news/articles/ce4q3j4e2jro
2024-07-31,BBC,news,Video games strike rumbles on in row over AI,Video game performers are concerned that generative AI could be used to reproduce their voices.,https://www.bbc.com/news/articles/czvxz11gl57o
2024-07-31,BBC,news,Can AI fix the 'broken' concert ticketing system?,The increased use of AI may prevent tickets being resold at excessively high prices.,https://www.bbc.com/news/articles/cml2p8nvzp9o
2024-07-31,BBC,news,AI phone assistant to answer some council calls,Ask Tom will be able to listen to and answer customers who call the council with queries.,https://www.bbc.com/news/articles/crgmyn4l1zko
2024-07-31,BBC,news,Alan Turing to 'answer questions' in new AI display,"The Bletchley Park installation will see an AI character give tailored responses is a ""world first"".",https://www.bbc.com/news/articles/ckkg7vyy747o
2024-07-26,BBC,reels,Can AI tell funnier jokes than a human?,"In a clash of wit and technology, we bring together two unlikely adversaries: a comedian and an AI chatbot.",https://www.bbc.com/reel/video/p0jdknk8/ai-v-the-mind-can-ai-tell-better-jokes-than-a-human-
2024-07-25,BBC,clip news,Lawmaker uses AI voice clone to address Congress,Virginia Congresswoman Jennifer Wexton has a rare neurological condition that makes it difficult for her to speak.,https://www.bbc.com/news/videos/c728q850e5do
2024-07-25,BBC,news,ChatGPT reveals search feature in Google challenge,OpenAI is working on adding new search powers to its artificial intelligence (AI) bot.,https://www.bbc.com/news/articles/c897qz1qex9o
2024-07-25,BBC,news,Shares drop in US and Asia as AI stocks slide,Tech stocks lead declines as investors reconsider rally fuelled by artificial intelligence.,https://www.bbc.com/news/articles/ck5gp185n6ro
2024-07-24,BBC,news,Potential reality TV contestants 'not looking real',A growing use of AI is said to be both harming and helping makers of reality TV.,https://www.bbc.com/news/articles/cw4yxdg7n3lo
2024-07-23,BBC,news,Elon Musk says Tesla to use humanoid robots next year,The billionaire has been pushing Tesla to cut costs as car sales weaken.,https://www.bbc.com/news/articles/cz5reve8476o
2024-07-22,BBC,news,Medics begin AI breast cancer analysis trial,Specialists say it is improving accuracy and efficiency in the reporting of biopsy results.,https://www.bbc.com/news/articles/cqe6jrgg8lro
2024-07-18,BBC,news,SheerLuxe defends use of AI influencer,"The lifestyle magazine has been criticised after it described an artificial intelligence influencer as a ""new member"" of the team.",https://www.bbc.com/news/articles/c3gw720vz3lo
2024-07-18,BBC,news,Can we make work meetings more bearable?,The providers of video meetings software are now offering AI tools that help the participants.,https://www.bbc.com/news/articles/c19k0vy2gwno
2024-07-16,BBC,news,Will K-pop's AI experiment pay off?,"Some of the genre's biggest names are now using artificial intelligence, but fans are divided.",https://www.bbc.com/news/articles/c4ngr3r0914o
2024-07-11,BBC,features,The sperm whale 'phonetic alphabet' revealed by AI,Researchers studying sperm whale communication say they've uncovered sophisticated structures similar to those found in human language.,https://www.bbc.com/future/article/20240709-the-sperm-whale-phonetic-alphabet-revealed-by-ai
2024-07-05,BBC,news,"Samsung expects profits to jump by more than 1,400%",The South Korean tech giant is benefiting from the AI  boom which has lifted the prices of advanced chips.,https://www.bbc.com/news/articles/c25l0yyzjvno
2024-07-03,BBC,news,Would having an AI boss be better than your current human one?,Companies are now experimenting with using AI systems to manage their staff.,https://www.bbc.com/news/articles/c03lgz2zrg1o
2024-07-02,BBC,news,How Microsoft and Nvidia bet correctly to leapfrog Apple,The two tech firms were among the first to see the commercial potential of AI.,https://www.bbc.com/news/articles/c4nglq80w7eo
2024-06-26,BBC,news,What is 'AI washing' and why is it a problem?,"Tech firms commonly highlight their use of AI, but in some cases it may be exaggerated.",https://www.bbc.com/news/articles/c9xx8122893o
2024-06-26,BBC,news,"AI can beat university students, UK study suggests","University exams taken using artificial intelligence beat those by real students, in a limited study.",https://www.bbc.com/news/articles/cqqqln0eg65o
2024-06-25,BBC,news,World's biggest music labels sue over AI copyright,"Sony, Universal and Warner claim AI software steals music to ""spit out"" similar work.",https://www.bbc.com/news/articles/ckrrr8yelzvo
2024-06-22,BBC,news,Sheryl Crow: 'Resurrecting Tupac with AI is hateful',"The singer on the threat of AI-generated music, and why she missed her chance to join Fleetwood Mac.",https://www.bbc.com/news/articles/cn00e695lpvo
2024-06-21,BBC,news,Microsoft back as most valuable firm as Nvidia slips,The artificial intelligence chip giant briefly took the top spot from the software company this week.,https://www.bbc.com/news/articles/c8884389l35o
2024-06-19,BBC,news,How mobile phone networks are embracing AI,Providers are increasing using artificial intelligence to maintain a reliable service.,https://www.bbc.com/news/articles/c6pp1nvw5zwo
2024-06-19,BBC,news,AI frenzy makes Nvidia the world's most valuable company,"The Californian firm's meteoric rise has been fuelled by its dominance of the ""new gold"" - AI chips.",https://www.bbc.com/news/articles/cyrr40x0z2mo
2024-06-19,BBC,news,London cinema drops AI-written film after backlash,"The Prince Charles Cinema drops the private screening due to ""strong concerns"" of its customers.",https://www.bbc.com/news/articles/cjll3w15j0yo
2024-06-13,BBC,news,Dan's the man: Why Chinese women are looking to ChatGPT for love,"Dan, a jailbreak version of ChatGPT, is becoming popular with some women who prefer it to real world dating.",https://www.bbc.com/articles/c4nnje9rpjgo
2024-06-12,BBC,news,How AI is helping farmers grow climate resilient seeds,AI is increasingly being used by the arable farming sector to help develop new varieties that can better cope with extremes of weather.,https://www.bbc.com/news/articles/c9xxjx7e2gjo
2024-06-12,BBC,news,Elon Musk unexpectedly drops case against OpenAI,The multi-billionaire Tesla boss filed the lawsuit against the ChatGPT developer at the end of February.,https://www.bbc.com/news/articles/cw008xgn49po
2024-06-11,BBC,news,Apple brings ChatGPT to iPhones in AI overhaul,The company has been slower to roll out generative AI features than rivals including Google and Microsoft.,https://www.bbc.com/news/articles/c4nn5mejl89o
2024-06-10,BBC,news,Facial recognition to be used at Silverstone again,Police will use the technology to help prevent criminal activity at the British Grand Prix in July.,https://www.bbc.com/news/articles/crgg7xlg4yeo
2024-06-09,BBC,news,Phone and seat belt offenders to be targeted by AI,The mobile unit will be taken to locations in East Yorkshire and Northern Lincolnshire from 10 June.,https://www.bbc.com/news/articles/c1990yl8x2jo
2024-06-08,BBC,news,ABBA star's AI tech warning to music industry,Bj rn Ulvaeus appeared on stage in East Yorkshire at a conference held at the Bridlington Spa.,https://www.bbc.com/news/articles/crggly4en2lo
2024-06-07,BBC,reels,Watch the movie that rewrites itself,Filmmaker Gary Hustwit has created a documentary which can rewrite itself before every screening.,https://www.bbc.com/reel/video/p0hzhqr1/watch-the-movie-that-rewrites-itself
2024-06-07,BBC,news,Students confident AI will not replace future jobs,A student says that AI could never replace the people skills you need to succeed in the workplace.,https://www.bbc.com/news/articles/c2jj1n8p4pro
2024-06-07,BBC,news,Why is Nvidia boss the 'Taylor Swift of tech'?,"Jensen Huang is at the forefront of an AI boom, which coincides with Nvidia's rise as a leading chip firm.",https://www.bbc.com/news/articles/cq55ek28z98o
2024-06-06,BBC,news,Concern rises over AI in adult entertainment,"AI in adult entertainment could have negative effects on society and individuals, experts say.",https://www.bbc.com/news/articles/c2qqxqgp9yno
2024-06-05,BBC,news,Could AI put an end to animal testing?,Artificial intelligence systems are increasingly being used to help test new drugs and chemicals.,https://www.bbc.com/news/articles/cd110l61r3go
2024-06-04,BBC,news,Researchers use AI to analyse cosmic explosions,"Advancements mean thousands of supernovae models can be developed in under a second, say researchers.",https://www.bbc.com/news/articles/c9eem1dkx5vo
2024-06-04,BBC,news,New AI tech developed to detect heart failure earlier,"The new technology, developed in Leeds, is a ""powerful and unique resource"", researchers say.",https://www.bbc.com/news/articles/c511p2nx3j2o
2024-05-30,BBC,news,All Eyes on Rafah: The post that's been   shared by more than 47m people,An AI-generated image with the text  All eyes on Rafah  has been shared more than 45 million times.,https://www.bbc.com/news/articles/cjkkj5jejleo
2024-05-29,BBC,news,'The chatbot has transformed my life',How AI tools are helping people with neurodiversity live their lives.,https://www.bbc.com/news/articles/c7223v5d8lgo
2024-05-29,BBC,news,AI helping find 'world's loneliest plant' a partner,The only known E. woodii plant found is male and cannot naturally reproduce.,https://www.bbc.com/news/articles/ce99v9z0529o
2024-05-29,BBC,clip news,How a kettle could help keep older people safe,AI linked to everyday items could alert family members if elderly relatives have diverted from their normal morning routine.,https://www.bbc.com/news/videos/cp33xjj5x55o
2024-05-27,BBC,news,Is AI the future of education in the South East?,"The Department for Education says AI has the potential to ""transform education"".",https://www.bbc.com/news/articles/c999k57ky7ro
2024-05-24,BBC,news,Glue pizza and eat rocks: Google AI search errors go viral,"Google has defended the answers given by AI Overview, describing them as ""isolated examples"".",https://www.bbc.com/news/articles/cd11gzejgz4o
2024-05-23,BBC,news,Scarlett Johansson's AI row has echoes of Silicon Valley's bad old days,"A clash with the actor has echoes of the macho tech giants of the past, says Zoe Kleinman.",https://www.bbc.com/news/articles/cgrr70zm41mo
2024-05-22,BBC,news,'People are just not worried about being scammed',"Fraudsters are increasingly using AI, but are people taking the problem seriously enough?",https://www.bbc.com/news/articles/c988v355e8do
2024-05-22,BBC,news,Airline to 'better manage' flights with AI use,"The technology will help staff resolve issues for pilots and crews more quickly, easyJet says.",https://www.bbc.com/news/articles/c977elr6veno
2024-05-21,BBC,news,UK watchdog looking into Microsoft AI taking screenshots,"The ICO wants to know the safeguards around Recall, which can take screengrabs of your screen every few seconds.",https://www.bbc.com/news/articles/cpwwqp6nx14o
2024-05-21,BBC,news,Scarlett Johansson 'shocked' by AI chatbot imitation,"The star says she is ""shocked"" after OpenAI launched a chatbot with a voice ""eerily similar"" to hers.",https://www.bbc.com/news/articles/cm559l5g529o
2024-05-21,BBC,news,These elephants are dying on rail tracks - can AI save them?,Officials in the Indian state of Tamil Nadu are using AI to monitor elephant movement on rail tracks.,https://www.bbc.com/news/world-asia-india-68988189
2024-05-19,BBC,news,AI patients admitted to training ward,Robotic patients will be used at Darlington College for students to practice a range of treatments.,https://www.bbc.com/news/articles/czd8dld92xeo
2024-05-18,BBC,news,We'll need universal basic income - AI 'godfather',"Geoffrey Hinton, known as the godfather of AI, said the technology could leave many without jobs.",https://www.bbc.com/news/articles/cnd607ekl99o
2024-05-17,BBC,news,Reddit shares jump after OpenAI ChatGPT deal,OpenAI and Reddit reach deal that will give ChatGPT access to content on the social media platform.,https://www.bbc.com/news/articles/cxe92v47850o
2024-05-16,BBC,news,Water firm to use AI to improve river quality,Northumbrian Water has been awarded funding to improve water quality with the help of AI.,https://www.bbc.com/news/articles/cl7l7rk99gxo
2024-05-16,BBC,clip news,India election: BBC journalist gets a call from AI-generated Trump,The BBC got to see just how easy it is to create a fake phone call between two people.,https://www.bbc.com/news/world-asia-india-68988192
2024-05-16,BBC,news,'It can set the country on fire': AI and India's election,"As deepfakes and AI-manipulated content circulate in India, experts worry about their implications.",https://www.bbc.com/news/world-asia-india-68918330
2024-05-15,BBC,news,The man who turned his dead father into a chatbot,"The ""grief tech"" firms helping users create talking avatars of their dead relatives.",https://www.bbc.com/news/business-68944898
2024-08-23,BBC,reels,Would you eat a meal dreamed up by a computer?,AI v The Mind: We explore the world of food and ask if human expertise is the only way to deliver great flavour.,https://www.bbc.com/reel/video/p0jl2lj0/would-you-eat-a-meal-dreamed-up-by-a-computer-
2024-05-01,BBC,reels,AI v The Mind: Who has the edge?,"In a new series, we will test the limits of the latest AI technology by pitting it against human experts.",https://www.bbc.com/reel/video/p0hv591s/ai-v-the-mind-who-has-the-edge-
2024-09-11,BBC,features,The 'gay Clueless' that became a cult classic,"In 1999, this unlikely rom-com set at a conversion therapy camp and starring Natasha Lyonne was hated by critics. But it's since been recognised as both groundbreaking and hilarious.",https://www.bbc.com/culture/article/20240910-jamie-babbit-how-lesbian-comedy-but-im-a-cheerleader-became-a-cult-classic
2024-09-10,BBC,news,James McAvoy: Extreme opinions are everywhere,The Scottish star explores toxic masculinity in Hollywood's remake of Danish horror Speak No Evil.,https://www.bbc.com/news/articles/c51yn6q29e7o
2024-09-10,BBC,news,WWE Raw cut to 2 hours before Netflix move,"WWE's flagship show has reduced its running time from three hours, with a streaming move coming in 2025.",https://www.bbc.com/news/articles/cr7rg2ekk0go
2024-09-10,BBC,news,The Jeremy Kyle Show: Cancelled and controversial but cleared,"The show came to an abrupt end after a guest, Steven Dymond, was found dead in 2019.",https://www.bbc.com/news/articles/cp81g75m3eno
2024-09-10,BBC,news,New Harry Potter series launches casting call,"To be eligible to audition, children must be between the ages of nine and 11 in April 2025.",https://www.bbc.com/news/articles/ckgwd7v8r17o
2024-09-10,BBC,news,"Huw Edwards has not returned salary, BBC says","The BBC has asked the disgraced former presenter to return the  200,000 he earned after his arrest.",https://www.bbc.com/news/articles/cm23lmn2n9yo
2024-09-10,BBC,news,Tributes paid to acting 'giant' James Earl Jones,"Stars line up to pay tribute to James Earl Jones, the voice of Darth Vader, who has died at 93.",https://www.bbc.com/news/articles/c17g4g5ve5xo
2024-09-10,BBC,news,Oscar winner granted permission to film in former school,"Sir Kenneth Branagh is one of the directors of the company filming in Ascot, Berkshire.",https://www.bbc.com/news/articles/cr7rg5pe505o
2024-09-10,BBC,features,Why My Brilliant Friend is 'criminally underrated',"As the final season of the HBO adaptation of Elena Ferrante's Neapolitan novels begins this week, why has the show not received the plaudits   and the viewership   it deserves?",https://www.bbc.com/culture/article/20240909-why-my-brilliant-friend-is-one-of-the-best-shows-on-tv
2024-09-10,BBC,news,Journalist Emily Maitlis says Andrew 'lost respect' after interview,But she warns that Jeffrey Epstein's victims didn't get closure after the 2019 Newsnight interview.,https://www.bbc.com/news/articles/clyn7ylgj5lo
2024-09-10,BBC,news,Peaky Blinders creator plans to open studio in LA,Steven Knight says he wants people in the US to experience the work produced by Digbeth Loc Studios.,https://www.bbc.com/news/articles/cg79xvkm40eo
2024-09-09,BBC,news,Why TV soap Hollyoaks is skipping a whole year,The soap is jumping forward by 12 months in order to reduce the number of episodes and cast members.,https://www.bbc.com/news/articles/c33nymxg8g2o
2024-09-09,BBC,news,James Earl Jones: From a childhood stammer to the unmistakable voice of Darth Vader,James Earl Jones was a successful actor who became known for voicing Star Wars villain Darth Vader.,https://www.bbc.com/news/articles/c903841w145o
2024-09-09,BBC,features,'He closely resembled a cat': Sergio Leone on the role that made Clint Eastwood a movie star,"The Italian director's 1964 film, A Fistful of Dollars, sparked the rise of the so-called ""Spaghetti Western""   and in 1977 both actor and director spoke to the BBC.",https://www.bbc.com/culture/article/20240906-the-role-that-made-clint-eastwood-a-star
2024-09-09,BBC,news,Juice is loose as Beetlejuice sequel is box office hit,The supernatural comedy is the third biggest film debut of the year so far.,https://www.bbc.com/news/articles/c5y3nq4kl11o
2024-09-09,BBC,news,Strictly's Nick Knowles: 'It's important people are heard',His comments come after a number of former contestants made claims about their treatment on the show.,https://www.bbc.com/news/articles/c17gydwrkr5o
2024-09-08,BBC,news,Kate Winslet says women should celebrate 'being a real shape',The actress reflects on being told to sit up straighter on the set of a film to hide her belly rolls.,https://www.bbc.com/news/articles/c05jr43dejjo
2024-09-08,BBC,features,On Swift Horses: An 'overwrought' drama about hidden gay lives,Daisy Edgar-Jones gives a 'beautifully understated' turn as a woman struggling with same-sex attraction   but there's too much plot for the film's own good.,https://www.bbc.com/culture/article/20240908-on-swift-horses-review-daisy-edgar-jones-and-jacob-elordi-lead-an-overwrought-1950s-set-drama-about-hidden-gay-lives
2024-09-08,BBC,news,How former RAF airfield became Middle Earth,Bovingdon Airfield Studios is also where films such as 1917 and Deadpool & Wolverine were filmed.,https://www.bbc.com/news/articles/c1l57n0y1lmo
2024-09-08,BBC,news,Pro-euthanasia film The Room Next Door wins top prize in Venice,Venice Film Festival gives the Golden Lion Award to The Room Next Door starring Tilda Swinton and Julianne Moore.,https://www.bbc.com/news/articles/cwywz2gg53eo
2024-09-07,BBC,news,Strictly's Alja : I left show to become a dad,"It comes as the Sun reported he left after an incident with another dancer, which his representative denies.",https://www.bbc.com/news/articles/ckg13vlrge6o
2024-09-07,BBC,features,The Last Showgirl: Pamela Anderson is 'a revelation',"Gia Coppola's atmospheric and sympathetic drama about the showgirls on the Vegas strip features ""sharply drawn characters"" and outstanding performances.",https://www.bbc.com/culture/article/20240907-the-last-showgirl-review-pamela-anderson-is-a-revelation-in-poignant-las-vegas-set-drama
2024-09-07,BBC,news,Knock-off Nessa rides high on Gavin and Stacey hype,"Karyn Barrett, also known as Knock-off Nessa, says she has inside information on the fishing trip.",https://www.bbc.com/news/articles/c39kev4z7g1o
2024-09-07,BBC,news,Anne Hegerty wants to be in a Bond or Marvel film,Anne Hegerty has made her on-screen acting debut in the film Exorcising Barry.,https://www.bbc.com/news/articles/c303450q1jlo
2024-09-07,BBC,features,Hard Truths: Marianne Jean-Baptiste is Oscar-worthy,"In his stunning new drama, Mike Leigh portrays ""living, breathing, flawed people"", with Jean-Baptiste giving ""one of the best performances of the year"".",https://www.bbc.com/culture/article/20240906-hard-truths-review
2024-09-06,BBC,news,Top Gear star says he warned BBC about safety,Chris Harris says he told the BBC of his concerns three months before Freddie Flintoff was injured.,https://www.bbc.com/news/articles/cgjveqdz5g9o
2024-09-05,BBC,news,Rob Brydon spotted at Gavin and Stacey set in Barry,Gavin and Stacey fans were delighted as Rob Brydon returned to Barry for the show's final episode.,https://www.bbc.com/news/articles/cx2g5jg9843o
2024-09-05,BBC,news,Oasis new dates and everything you need to know about the reunion,When are the dates for Oasis' reunion tour? What is dynamic pricing? And can I still get tickets?,https://www.bbc.com/news/articles/ckg1ljn80geo
2024-09-05,BBC,news,Critics split over 'daring' and 'dull' Joker sequel,"Critics praise the Joker sequel for pushing boundaries, but also call it ""repetitive"" and ""boring"".",https://www.bbc.com/news/articles/crmwrzdem8no
2024-09-05,BBC,news,Viagra drama up for six Bafta Cymru awards,"The Bafta Cymru awards nominations include the BBC's Men Up, Doctor Who, and Steeltown Murders.",https://www.bbc.com/news/articles/cgedw9w4rzyo
2024-09-05,BBC,news,Slow Horses filming sees Watford take the limelight,"The mayor says he wants to ""position the town and the county as a premier filming destination"".",https://www.bbc.com/news/articles/c8er286ry4ro
2024-09-04,BBC,features,Joker: Folie   Deux is 'a dreary slog',"Joaquin Phoenix returns as the infamous supervillain with Lady Gaga as his sidekick in a musical sequel that is ""disappointing"" and ""not much fun"".",https://www.bbc.com/culture/article/20240904-joker-folie-a-deux-review
2024-09-04,BBC,news,Con artist Delvey signs up for Dancing With The Stars,"Delvey - real name Anna Sorokin - was the subject of the 2022 Netflix drama, Inventing Anna.",https://www.bbc.com/news/articles/cp8nr405lpwo
2024-09-04,BBC,features,The anti-James Bond that gets to the heart of Britishness,"With a new series of Slow Horses launching today, the Apple TV+ spy show about MI5 rejects has lots to say about the UK today",https://www.bbc.com/culture/article/20240903-why-slow-horses-is-the-ultimate-british-tv-show
2024-09-04,BBC,news,Daniel Craig movie Queer set for London festival,The James Bond actor is one of several Hollywood figures whose films are vying for awards success.,https://www.bbc.com/news/articles/c74jd0pq2qko
2024-09-04,BBC,news,It's a Sin star to play Welsh aristocrat in new film,"The It's A Sin star will portray the Marquess of Anglesey in a new film, alongside Rupert Everett.",https://www.bbc.com/news/articles/c80e9ddgd3eo
2024-09-04,BBC,news,'Luton-bashing' TV show defended by police bosses,Bedfordshire's chief constable and PCC hit back at claims 24 Hours in Police Custody damages Luton.,https://www.bbc.com/news/articles/c33ny717g5mo
2024-09-03,BBC,features,Queer: Craig is  heartbreaking  in explicit drama,Luca Guadagnino's latest film sees the James Bond star on exceptional form as a dissolute writer into casual sex and strong liquor. He's easily the best thing about it.,https://www.bbc.com/culture/article/20240903-queer-film-review
2024-09-03,BBC,clip news,Corden 'overwhelmed' by welcome of fans in Barry,Gavin and Stacey cast members were greeted by fans while filming the show's finale at Barry Island.,https://www.bbc.com/news/videos/c785y91dgp3o
2024-09-03,BBC,features,'He was a monster': How history got Henry VIII wrong,"In new film Firebrand, Jude Law and Alicia Vikander star as Henry VIII and his sixth wife, Catherine Parr, reframing how history and culture have presented the monarch.",https://www.bbc.com/culture/article/20240902-how-history-got-henry-viii-wrong
2024-09-02,BBC,features,The Room Next Door: Moore and Swinton 'dazzle',"The legendary Spanish director has taken his signature style to the US for this ""sweetly heartfelt reflection on ageing and dying"" featuring two knockout performances.",https://www.bbc.com/culture/article/20240902-the-room-next-door-review-julianne-moore-and-tilda-swinton-are-dazzling-in-palmodvars-first-english-language-film
2024-09-02,BBC,news,Gavin and Stacey filming locations and where to find them,Gavin and Stacey fans flock to Barry Island - but where else was the hit comedy series filmed?,https://www.bbc.com/news/articles/c2xx0znpgpeo
2024-09-02,BBC,clip news,Clooney helps fallen photographer at Venice Film Festival,"He was there to promote new film, Wolfs, which he stars in with Brad Pitt, who arrived with girlfriend Ines de Ramon.",https://www.bbc.com/news/videos/cy0n273j566o
2024-09-02,BBC,news,Clooney and Pitt on reuniting as they get older,"The pair star in Wolfs, which received a four-minute standing ovation after its premiere in Venice.",https://www.bbc.com/news/articles/cg58peml31do
2024-09-02,BBC,news,Pharrell's Lego movie biopic makes critics happy,"Piece By Piece, which uses the toy figures to tell the musician's life story, has its world premiere.",https://www.bbc.com/news/articles/c9qg3x3ygg5o
2024-09-01,BBC,features,Wolfs: Clooney and Pitt reunite in 'genial' crime caper,Ocean's Eleven stars Clooney and Pitt reunite as underworld fixers who have more in common than they'd like to admit   the result is a laidback bromantic comedy which lacks spark.,https://www.bbc.com/culture/article/20240901-wolfs-review-george-clooney-and-brad-pitt-star-in-genially-watchable-but-forgettable-crime-caper
2024-09-01,BBC,news,University saved filmmaker from a life of crime,A Zambian filmmaker has said he would never have achieved his goals had he not left London for Staffordshire University.,https://www.bbc.com/news/articles/cx2glk7ey59o
2024-09-01,BBC,news,Film festival showcases local talent and landmarks,Richard Cook says it is an opportunity to exhibit the work of emerging filmmakers and musicians.,https://www.bbc.com/news/articles/cx2g6w2ly7no
2024-08-31,BBC,features,The Order: A 'superbly acted' neo-Nazi cop drama,"Jude Law plays an FBI agent on the trail of Nicholas Hoult's criminal in another ""intense"" film about murderers from Macbeth and Nitram director, Justin Kurzel.",https://www.bbc.com/culture/article/20240831-the-order-review-jude-law-and-nicholas-hoult-star-in-a-superbly-acted-cop-drama-about-us-neo-nazis
2024-08-30,BBC,features,Babygirl: Nicole Kidman wows in steamy drama,"In Babygirl, which stars Nicole Kidman and Harris Dickinson, director Halina Reijn portrays a torrid office affair in all its ""messy complexity""   it's ""moving"" and ""darkly funny"".",https://www.bbc.com/culture/article/20240830-babygirl-review
2024-08-30,BBC,news,Jolie's Oscar-tipped opera film gets mixed reviews,"The actress plays troubled opera singer Maria Callas in Maria, which has had its premiere in Venice.",https://www.bbc.com/news/articles/cn9leqelpzjo
2024-08-30,BBC,news,Police urged to pull out of 'Luton-bashing' TV show,"A draft letter from the borough council says the programme is a ""kick in the teeth"" for the town.",https://www.bbc.com/news/articles/cg58np61d46o
2024-08-30,BBC,features,11 of the best TV shows to watch this September,"From the return of Slow Horses to Marvel's witchy new series, plus Nicole Kidman's new domestic thriller on Netflix.",https://www.bbc.com/culture/article/20240828-11-of-the-best-tv-shows-to-watch-this-september
2024-08-30,BBC,news,Molly-Mae Hague speaks out on her 'very sad' split,"The influencer says it ""doesn't feel right"" to talk publicly about why she split with Tommy Fury.",https://www.bbc.com/news/articles/crlr4e6lnw0o
2024-08-29,BBC,news,Gary Oldman wants to play shabby secret agent 'for the long run',The actor could get more awards for Slow Horses - but says he has never been offered a royal honour.,https://www.bbc.com/news/articles/cdjwm3rr9j3o
2024-08-29,BBC,features,Maria film review: 'Too adoring and reverential',"Pablo Larra n's fact-based drama, starring Angelina Jolie as opera diva Maria Callas, is witty and beautiful, but ""this Callas is an icon rather than a human being"".",https://www.bbc.com/culture/article/20240829-pablo-larrans-maria-starring-angelina-jolie-is-too-adoring-and-reverential
2024-08-29,BBC,news,Firm appealing decision to reject film studio plan,"Marlow Film Studios believes the plan will boost the UK economy, but opponents say they are surprised by the appeal.",https://www.bbc.com/news/articles/c9v80n3nz18o
2024-08-29,BBC,news,Rings of Power star slipped Welsh word into show,"Season two of the US fantasy TV series, a spin-off of The Lord of the Rings, debuts on Thursday.",https://www.bbc.com/news/articles/clyl13z9vj0o
