Source,Scraped_category,Title,news_raw,Article_Url
SkyNews,UK,Early release of thousands of prisoners is deeply unpopular - so will it work?,"Jason Farrell


Early release of thousands of prisoners is deeply unpopular - so will it work?",https://news.sky.com/story/early-release-of-thousands-of-prisoners-is-deeply-unpopular-so-will-it-work-13212406
SkyNews,UK,Starmer appears to woo TUC - but trouble remains in Westminster,"Jon Craig


Starmer appears to woo TUC - but trouble remains in Westminster",https://news.sky.com/story/sir-keir-starmer-appears-to-woo-tuc-but-trouble-remains-in-westminster-13212353
SkyNews,UK,Sunak accuses Starmer of 'hiding' impact assessment on winter fuel payment cut,Sunak accuses Starmer of 'hiding' impact assessment on winter fuel payment cut,https://news.sky.com/story/rishi-sunak-accuses-sir-keir-starmer-of-hiding-impact-assessment-on-winter-fuel-payment-cut-13212887
SkyNews,UK,Winter fuel backlash and union heat shows Starmer's honeymoon is well and truly over,"Analysis
                        


Winter fuel backlash and union heat shows Starmer's honeymoon is well and truly over",https://news.sky.com/story/winter-fuel-backlash-and-union-heat-shows-starmers-honeymoon-is-well-and-truly-over-13212419
SkyNews,UK,Joe Jonas and Sophie Turner divorce finalised - as judge declares marriage 'irretrievably broken',Joe Jonas and Sophie Turner divorce finalised - as judge declares marriage 'irretrievably broken',https://news.sky.com/story/joe-jonas-and-sophie-turner-divorce-finalised-as-judge-declares-marriage-irretrievably-broken-13212800
SkyNews,UK,Thousands contacted over 'wrong' blood test results,Thousands contacted over 'wrong' blood test results,https://news.sky.com/story/thousands-of-patients-contacted-over-wrong-blood-test-results-that-may-have-misdiagnosed-some-as-diabetic-13212875
SkyNews,UK,Disney superfan's home up for sale - with huge murals and a sweet kingdom bedroom,Disney superfan's home up for sale - with huge murals and a sweet kingdom bedroom,https://news.sky.com/story/disney-superfans-home-up-for-sale-in-wales-with-huge-murals-and-a-sweet-kingdom-bedroom-13212853
SkyNews,UK,TV star calls for apology from PM over winter fuel cut,TV star calls for apology from PM over winter fuel cut,https://news.sky.com/story/carol-vorderman-calls-for-apology-from-pm-over-winter-fuel-cut-13212459
SkyNews,UK,'Most generous voluntary redundancy package ever' offered to staff at Britain's biggest steelworks,"Breaking
                        


'Most generous voluntary redundancy package ever' offered to staff at Britain's biggest steelworks",https://news.sky.com/story/rachel-reeves-defends-500m-subsidy-for-steel-job-losses-13212770
SkyNews,UK,"Mortgages used as 'weapons' by domestic abusers, charity warns","Mortgages used as 'weapons' by domestic abusers, charity warns",https://news.sky.com/story/joint-mortgages-being-used-as-weapons-for-domestic-abuse-in-hidden-crime-charity-warns-13212641
SkyNews,UK,'I take ages waffling about helicopters','I take ages waffling about helicopters',https://news.sky.com/video/prince-william-says-he-misses-being-an-air-ambulance-pilot-13212437
SkyNews,UK,Biker crashes into pedestrian,Biker crashes into pedestrian,https://news.sky.com/video/teen-riding-electric-bike-senetenced-after-crashing-into-pedestrian-in-wales-13212402
SkyNews,UK,'There wasn't one space on the prison wing','There wasn't one space on the prison wing',https://news.sky.com/video/there-wasnt-one-space-on-the-wing-prisoners-released-early-tell-sky-about-life-inside-13212362
SkyNews,UK,Mother recalls being told son died in prison,Mother recalls being told son died in prison,https://news.sky.com/video/mother-recalls-being-told-son-had-died-in-prison-two-months-before-his-release-date-13212229
SkyNews,UK,Experts cast doubts on Letby conviction,Experts cast doubts on Letby conviction,https://news.sky.com/video/lucy-letby-experts-cast-doubts-on-conviction-as-families-seek-answers-ahead-of-inquiry-13212010
SkyNews,UK,Watch Kate's family video in full,Watch Kate's family video in full,https://news.sky.com/video/princess-kate-releases-health-update-video-and-is-focused-on-staying-cancer-free-13212005
SkyNews,UK,Paralympians return to UK,Paralympians return to UK,https://news.sky.com/video/paralympians-make-triumphant-return-to-london-13211903
SkyNews,UK,King's Accession Day gun salute,King's Accession Day gun salute,https://news.sky.com/video/the-kings-accession-day-was-marked-by-a-41-round-gun-salute-in-hyde-park-13211916
SkyNews,UK,Arrest made after man dies and woman injured at block of flats,Arrest made after man dies and woman injured at block of flats,https://news.sky.com/story/arrest-made-after-man-dies-and-woman-injured-at-block-of-flats-in-ardrossan-13212791
SkyNews,UK,Millions of pensioners will lose winter fuel payments as government wins vote on cut,Millions of pensioners will lose winter fuel payments as government wins vote on cut,https://news.sky.com/story/mps-vote-to-cut-winter-fuel-payment-for-millions-of-pensioners-13212264
SkyNews,UK,"Wanted: The new Harry, Ron and Hermione","Wanted: The new Harry, Ron and Hermione",https://news.sky.com/story/harry-potter-casting-opens-for-next-harry-ron-and-hermione-for-tv-adaptation-13212381
SkyNews,UK,No clear link between Jeremy Kyle show and guest's suicide - coroner,No clear link between Jeremy Kyle show and guest's suicide - coroner,https://news.sky.com/story/jeremy-kyle-show-death-no-clear-link-between-steve-dymonds-appearance-on-the-show-and-his-death-coroner-13212332
SkyNews,UK,"Army support for Ukraine 'constrains' ability to train troops, report says","Army support for Ukraine 'constrains' ability to train troops, report says",https://news.sky.com/story/british-army-constrained-in-ability-to-train-troops-over-ukrainian-soldier-operations-report-says-13212687
SkyNews,UK,William thanks well-wishers after Kate's cancer treatment update,William thanks well-wishers after Kate's cancer treatment update,https://news.sky.com/story/prince-william-thanks-well-wishers-in-carmarthenshire-after-kates-cancer-treatment-update-13212234
SkyNews,UK,Wednesday's national newspaper front pages,Wednesday's national newspaper front pages,https://news.sky.com/story/tuesdays-national-newspaper-front-pages-12427754
SkyNews,Politics,The taxes that may rise in budget,"Live
                        


Starmer accused by Sunak at PMQs of 'hiding' impact of winter fuel cut



The taxes that may rise in budget",https://news.sky.comhttps://news.sky.com/story/which-tax-rises-could-the-labour-government-introduce-in-the-autumn-budget-13188041
SkyNews,Politics,What Trump v Harris means for Britain,"Podcast
                        


What Trump v Harris means for Britain",https://news.sky.com/story/what-trump-v-harris-means-for-britain-13212713
SkyNews,Politics,Millions of pensioners will lose winter fuel payments as government wins vote on cut,Millions of pensioners will lose winter fuel payments as government wins vote on cut,https://news.sky.com/story/mps-vote-to-cut-winter-fuel-payment-for-millions-of-pensioners-13212264
SkyNews,Politics,Winter fuel payment cut to 10 million pensioners will not be 'watered down',Winter fuel payment cut to 10 million pensioners will not be 'watered down',https://news.sky.com/story/government-will-not-water-down-winter-fuel-payment-cut-to-10-million-pensioners-minister-says-13212739
SkyNews,Politics,"Chancellor signals first budget will be painful mix of spending cuts, tax rises and higher borrowing","Analysis
                        


Chancellor signals first budget will be painful mix of spending cuts, tax rises and higher borrowing",https://news.sky.com/story/rachel-reeves-signals-first-budget-will-be-painful-mix-of-spending-cuts-tax-rises-and-higher-borrowing-13212818
SkyNews,Politics,Inquiry to examine murder of Belfast lawyer,"Breaking
                        


Inquiry to examine murder of Belfast lawyer",https://news.sky.com/story/inquiry-to-examine-murder-of-belfast-lawyer-pat-finucane-13212893
SkyNews,Politics,Winter fuel backlash and union heat shows Starmer's honeymoon is well and truly over,"Analysis
                        


Winter fuel backlash and union heat shows Starmer's honeymoon is well and truly over",https://news.sky.com/story/winter-fuel-backlash-and-union-heat-shows-starmers-honeymoon-is-well-and-truly-over-13212419
SkyNews,Politics,TV star calls for apology from PM over winter fuel cut,TV star calls for apology from PM over winter fuel cut,https://news.sky.com/story/carol-vorderman-calls-for-apology-from-pm-over-winter-fuel-cut-13212459
SkyNews,Politics,Mel Stride knocked out of Tory leadership race - as Robert Jenrick stays in the lead,Mel Stride knocked out of Tory leadership race - as Robert Jenrick stays in the lead,https://news.sky.com/story/mel-stride-knocked-out-of-tory-leadership-race-13212374
SkyNews,Politics,Man who told Labour MP she would 'burn' in threatening emails is jailed,Man who told Labour MP she would 'burn' in threatening emails is jailed,https://news.sky.com/story/man-who-told-labour-mp-jess-phillips-she-would-burn-in-threatening-emails-is-jailed-13212558
SkyNews,Politics,Vorderman demands apology from PM,Vorderman demands apology from PM,https://news.sky.com/video/carol-vorderman-calls-for-apology-from-sir-keir-starmer-over-winter-fuel-cut-13212530
SkyNews,Politics,Chancellor: 'Steel is vital to economy',Chancellor: 'Steel is vital to economy',https://news.sky.com/video/chancellor-rachel-reeves-tells-sky-news-steel-is-vital-to-economy-13212781
SkyNews,Politics,Vorderman demands apology from Starmer,Vorderman demands apology from Starmer,https://news.sky.com/video/winter-fuel-payment-carol-vorderman-demands-apology-from-keir-starmer-over-cut-13212450
SkyNews,Politics,'Labour knew there would be new problems','Labour knew there would be new problems',https://news.sky.com/video/we-knew-there-would-be-new-problems-pm-sir-keir-starmer-speaks-at-tuc-congress-13212282
SkyNews,Politics,"In the marginal seat of Kettering, dejected Tory activists can't agree on the next leader","Eyewitness
                        


In the marginal seat of Kettering, dejected Tory activists can't agree on the next leader",https://news.sky.com/story/in-the-bellwether-seat-of-kettering-dejected-tory-activists-cant-agree-on-the-next-leader-13209130
SkyNews,Politics,Who is running to replace Rishi Sunak as Conservative leader?,Who is running to replace Rishi Sunak as Conservative leader?,https://news.sky.com/story/who-could-replace-rishi-sunak-as-conservative-party-leader-13156654
SkyNews,Politics,How would an outdoor smoking ban work – and who would be part of the 'smoke-free generation'?,"Explainer
                        


How would an outdoor smoking ban work – and who would be part of the 'smoke-free generation'?",https://news.sky.com/story/how-would-an-outdoor-smoking-ban-work-and-who-would-be-part-of-the-smoke-free-generation-12977337
SkyNews,Politics,Labour won't want to be associated with austerity - but it's creeping into the debate,"Gurpreet Narwan


Labour won't want to be associated with austerity - but it's creeping into the debate",https://news.sky.com/story/labour-wont-want-to-be-associated-with-austerity-but-its-creeping-into-the-debate-13212444
SkyNews,Politics,Early release of thousands of prisoners is deeply unpopular - so will it work?,"Jason Farrell


Early release of thousands of prisoners is deeply unpopular - so will it work?",https://news.sky.com/story/early-release-of-thousands-of-prisoners-is-deeply-unpopular-so-will-it-work-13212406
SkyNews,Politics,Iran sending missiles to Moscow could see Ukraine striking inside Russia with Western arms,"Deborah Haynes


Iran sending missiles to Moscow could see Ukraine striking inside Russia with Western arms",https://news.sky.com/story/iran-sending-ballistic-missiles-to-moscow-could-see-ukraine-striking-inside-russia-with-western-arms-13212397
SkyNews,Politics,Starmer appears to woo TUC - but trouble remains in Westminster,"Jon Craig


Starmer appears to woo TUC - but trouble remains in Westminster",https://news.sky.com/story/sir-keir-starmer-appears-to-woo-tuc-but-trouble-remains-in-westminster-13212353
SkyNews,Politics,Sunak accuses Starmer of 'hiding' impact assessment on winter fuel payment cut,Sunak accuses Starmer of 'hiding' impact assessment on winter fuel payment cut,https://news.sky.com/story/rishi-sunak-accuses-sir-keir-starmer-of-hiding-impact-assessment-on-winter-fuel-payment-cut-13212887
SkyNews,Politics,"'A threat to all of Europe': Iran is supplying Russia with ballistic missiles, says US","'A threat to all of Europe': Iran is supplying Russia with ballistic missiles, says US",https://news.sky.com/story/a-threat-to-all-of-europe-iran-is-supplying-russia-with-ballistic-missiles-says-us-secretary-of-state-13212343
SkyNews,Politics,'No wholesale banning' of Huw Edwards footage after scandal,'No wholesale banning' of Huw Edwards footage after scandal,https://news.sky.com/story/huw-edwards-bbc-boss-tim-davie-denies-wholesale-banning-of-newsreader-after-scandal-13212200
SkyNews,Politics,"Action being taken to ensure domestic abuse prisoners not among those released early, minister says","Action being taken to ensure domestic abuse prisoners not among those released early, minister says",https://news.sky.com/story/action-being-taken-to-ensure-domestic-abuse-prisoners-not-among-those-released-early-tomorrow-minister-says-13211806
SkyNews,Politics,'Most generous voluntary redundancy package ever' offered to staff at Britain's biggest steelworks,"Breaking
                        


'Most generous voluntary redundancy package ever' offered to staff at Britain's biggest steelworks",https://news.sky.com/story/rachel-reeves-defends-500m-subsidy-for-steel-job-losses-13212770
SkyNews,Politics,"Army support for Ukraine 'constrains' ability to train troops, report says","Army support for Ukraine 'constrains' ability to train troops, report says",https://news.sky.com/story/british-army-constrained-in-ability-to-train-troops-over-ukrainian-soldier-operations-report-says-13212687
SkyNews,Politics,"Voter ID rules 'discouraged' participation in general election, says watchdog","Voter ID rules 'discouraged' participation in general election, says watchdog",https://news.sky.com/story/voter-id-rules-discouraged-some-people-from-voting-in-general-election-watchdog-finds-13212004
SkyNews,Politics,'No choice': Minister defends cutting winter fuel payment ahead of vote,'No choice': Minister defends cutting winter fuel payment ahead of vote,https://news.sky.com/story/mps-to-vote-on-cutting-winter-fuel-payment-for-pensioners-13211964
SkyNews,Politics,How worried should Labour be about the Green Party?,How worried should Labour be about the Green Party?,https://news.sky.com/video/how-worried-should-labour-be-about-the-green-party-13211671
SkyNews,Politics,'Not remotely happy' about cutting winter fuel,'Not remotely happy' about cutting winter fuel,https://news.sky.com/video/health-secretary-wes-streeting-not-remotely-happy-about-cutting-winter-fuel-payments-13211522
SkyNews,Politics,Government 'picking the pockets of pensioners',Government 'picking the pockets of pensioners',https://news.sky.com/video/unite-boss-sharon-graham-accuses-government-of-picking-pockets-of-pensioners-13211639
SkyNews,Politics,Minister's plan to cut NHS waiting list,Minister's plan to cut NHS waiting list,https://news.sky.com/video/health-secretary-wes-streeting-says-nhs-waiting-lists-need-to-be-millions-lower-by-2029-13211430
SkyNews,Politics,Keir Starmer’s first official visit to Ireland,Keir Starmer’s first official visit to Ireland,https://news.sky.com/video/keir-starmer-makes-first-official-visit-to-republic-of-ireland-as-pm-13210975
SkyNews,Politics,'I take my job really seriously','I take my job really seriously',https://news.sky.com/video/angela-rayner-says-i-take-my-job-really-seriously-following-criticism-over-ibiza-dance-video-13209945
SkyNews,Politics,Blair dodges Netanyahu question,Blair dodges Netanyahu question,https://news.sky.com/video/politics-hub-tony-blair-sits-down-with-sophy-ridge-to-discuss-leadership-and-the-middle-east-13210208
SkyNews,Politics,'Greed had been put before safety','Greed had been put before safety',https://news.sky.com/video/grenfell-greed-and-deregulation-had-been-put-before-safety-says-deputy-pm-angela-rayner-13209895
SkyNews,Politics,Starmer's first test,"Podcast
                        


Starmer's first test",https://news.sky.com/story/starmers-first-test-13212153
SkyNews,Politics,Winter fuel cut vote will test Starmer's authority,"Analysis
                        


Winter fuel cut vote will test Starmer's authority",https://news.sky.com/story/winter-fuel-cut-vote-will-test-sir-keir-starmers-authority-13212003
SkyNews,Politics,Starmer appears to woo TUC - but trouble remains in Westminster,"Analysis
                        


Starmer appears to woo TUC - but trouble remains in Westminster",https://news.sky.com/story/sir-keir-starmer-appears-to-woo-tuc-but-trouble-remains-in-westminster-13212353
SkyNews,Politics,Winter fuel payment changes - are you still eligible?,"Explainer
                        


Winter fuel payment changes - are you still eligible?",https://news.sky.com/story/winter-fuel-payment-changes-are-you-still-eligible-13187277
SkyNews,Politics,Early release prisoners could be housed in budget hotels,Early release prisoners could be housed in budget hotels,https://news.sky.com/story/early-release-prisoners-could-be-housed-in-budget-hotels-justice-secretary-13212309
SkyNews,Politics,Spectator magazine finally sold to GB News investor,Spectator magazine finally sold to GB News investor,https://news.sky.com/story/spectator-magazine-finally-sold-to-gb-news-investor-sir-paul-marshall-13212272
SkyNews,Politics,Braverman criticised by watchdog over public condemnation of protest policing,Braverman criticised by watchdog over public condemnation of protest policing,https://news.sky.com/story/suella-braverman-criticised-by-watchdog-over-public-condemnation-of-protest-policing-13212026
SkyNews,World,Latest polling,"Live
                        


Trump declares victory in Fox phone call despite ratings | Debate latest



Six key debate moments
Latest polling",https://news.sky.comhttps://news.sky.com/story/who-is-favourite-to-win-the-us-election-follow-the-latest-polls-and-play-our-game-to-predict-who-you-think-will-win-13211891
SkyNews,World,UK cracks down on Putin's 'shadow fleet' dodging sanctions - as Ukraine asks for missile help | War latest,"Live
                        


UK cracks down on Putin's 'shadow fleet' dodging sanctions - as Ukraine asks for missile help | War latest",https://news.sky.com/story/ukraine-war-russia-putin-pokrovsk-donbas-live-updates-skynews-blog-12541713
SkyNews,World,Harris tells Trump 'Putin would eat you for lunch' as presidential candidates clash in TV debate,Harris tells Trump 'Putin would eat you for lunch' as presidential candidates clash in TV debate,https://news.sky.com/story/kamala-harris-tells-donald-trump-putin-would-each-you-for-lunch-as-presidential-candidates-clash-in-tv-debate-13212669
SkyNews,World,"Aggression, disrespect and insult - a confrontation that Trump has rarely faced","Analysis
                        


Aggression, disrespect and insult - a confrontation that Trump has rarely faced",https://news.sky.com/story/harris-rattles-nonsense-talking-trump-and-gets-under-his-skin-like-never-before-13212721
SkyNews,World,Russian ship captured in satellite image 'delivering ballistic missiles from Iran',"Exclusive
                        


Russian ship captured in satellite image 'delivering ballistic missiles from Iran'",https://news.sky.com/story/russian-ship-captured-in-satellite-image-delivering-ballistic-missiles-from-iran-13212835
SkyNews,World,Australian breakdancer mocked over her performance at the Olympics tops world rankings,Australian breakdancer mocked over her performance at the Olympics tops world rankings,https://news.sky.com/story/raygun-australian-breakdancer-rachael-gunn-tops-world-rankings-13212822
SkyNews,World,Bridge partially collapses in Germany,Bridge partially collapses in Germany,https://news.sky.com/story/investigation-launched-as-concrete-bridge-partially-collapses-in-germany-13212885
SkyNews,World,"AI technology 'can detect early signs of over 1,000 diseases'","AI technology 'can detect early signs of over 1,000 diseases'",https://news.sky.com/story/ai-technology-can-detect-early-signs-of-over-1-000-diseases-say-researchers-13212855
SkyNews,World,"Biden 'not ruling out' allowing Ukraine to fire into Russia, Blinken tells Sky News","Biden 'not ruling out' allowing Ukraine to fire into Russia, Blinken tells Sky News",https://news.sky.com/story/biden-not-ruling-out-allowing-ukraine-to-fire-deep-into-russia-blinken-tells-sky-news-13212458
SkyNews,World,Blinken warns of 'consequences' for killing of US-Turkish activist,Blinken warns of 'consequences' for killing of US-Turkish activist,https://news.sky.com/story/blinken-warns-of-consequences-over-killing-of-us-turkish-activist-aysenur-ezgi-eygi-13212636
SkyNews,World,"Over 1,500kg laughing gas seized","Over 1,500kg laughing gas seized",https://news.sky.com/video/lorry-carrying-kilos-of-laughing-gas-seized-by-spanish-police-13212920
SkyNews,World,Bridge collapses in Dresden,Bridge collapses in Dresden,https://news.sky.com/video/germany-bridge-collapses-in-dresden-taking-tram-route-with-it-13212866
SkyNews,World,Blinken and Lammy arrive in Kyiv,Blinken and Lammy arrive in Kyiv,https://news.sky.com/video/ukraine-blinken-and-lammy-arrive-in-kyiv-for-joint-visit-13212863
SkyNews,World,Moment camera engulfed by flames,Moment camera engulfed by flames,https://news.sky.com/video/cctv-camera-engulfed-in-flames-as-california-battles-wildfires-13212836
SkyNews,World,The arrest that changed Tim Walz's life - and how it shaped his political career,The arrest that changed Tim Walz's life - and how it shaped his political career,https://news.sky.com/story/tim-walz-the-arrest-that-changed-his-life-and-how-it-shaped-his-political-career-13208883
SkyNews,World,How JD Vance used his 'hillbilly' background to catapult himself to a vice-president candidate,"Explainer
                        


How JD Vance used his 'hillbilly' background to catapult himself to a vice-president candidate",https://news.sky.com/story/jd-vance-how-vice-presidential-candidate-used-his-hillbilly-background-to-catapult-himself-to-the-top-of-us-politics-13210612
SkyNews,World,'No one wants Trump': Migrants on US-Mexico border try to forget election that could mean life or death,"Eyewitness
                        


'No one wants Trump': Migrants on US-Mexico border try to forget election that could mean life or death",https://news.sky.com/story/migrants-waiting-on-the-us-border-are-watching-white-house-race-between-harris-and-trump-closely-13212130
SkyNews,World,Risk-averse Blinken is verging on the delusional,"Dominic Waghorn


Risk-averse Blinken is verging on the delusional",https://news.sky.com/story/risk-averse-anthony-blinken-is-verging-on-the-delusional-13212550
SkyNews,World,Iran sending missiles to Moscow could see Ukraine striking inside Russia with Western arms,"Deborah Haynes


Iran sending missiles to Moscow could see Ukraine striking inside Russia with Western arms",https://news.sky.com/story/iran-sending-ballistic-missiles-to-moscow-could-see-ukraine-striking-inside-russia-with-western-arms-13212397
SkyNews,World,Starmer to visit US for second time as PM - but will he meet Harris and Trump?,"Mark Stone


Starmer to visit US for second time as PM - but will he meet Harris and Trump?",https://news.sky.com/story/starmer-to-visit-us-for-second-time-as-prime-minister-but-will-he-meet-harris-and-trump-13210836
SkyNews,World,Why former Brexit negotiator Barnier may be a useful partner for Starmer,"Dominic Waghorn


Why former Brexit negotiator Barnier may be a useful partner for Starmer",https://news.sky.com/story/why-former-brexit-negotiator-barnier-may-be-a-useful-partner-for-starmer-13210155
SkyNews,World,High chance of cooling La Nina weather pattern brings little respite for surging global and ocean heat,High chance of cooling La Nina weather pattern brings little respite for surging global and ocean heat,https://news.sky.com/story/high-chance-of-cooling-la-nina-weather-pattern-brings-little-respite-for-surging-global-and-ocean-heat-13212809
SkyNews,World,Risk-averse Blinken is verging on the delusional,"Analysis
                        


Risk-averse Blinken is verging on the delusional",https://news.sky.com/story/risk-averse-anthony-blinken-is-verging-on-the-delusional-13212550
SkyNews,World,Ex-Chelsea and Spurs boss named US national team manager,Ex-Chelsea and Spurs boss named US national team manager,https://news.sky.com/story/ex-chelsea-and-tottenham-manager-mauricio-pochettino-named-head-coach-of-us-national-team-13212673
SkyNews,World,"'A threat to all of Europe': Iran is supplying Russia with ballistic missiles, says US","'A threat to all of Europe': Iran is supplying Russia with ballistic missiles, says US",https://news.sky.com/story/a-threat-to-all-of-europe-iran-is-supplying-russia-with-ballistic-missiles-says-us-secretary-of-state-13212343
SkyNews,World,How body language spoke as loudly as the words in Trump-Harris debate,How body language spoke as loudly as the words in Trump-Harris debate,https://news.sky.com/story/trump-v-harris-how-body-language-spoke-as-loudly-as-the-words-13212831
SkyNews,World,Man accused of inviting dozens of men to rape his wife taken to hospital,Man accused of inviting dozens of men to rape his wife taken to hospital,https://news.sky.com/story/dominique-pelicot-french-man-accused-of-inviting-dozens-of-men-to-rape-his-wife-taken-to-hospital-on-day-he-was-to-give-evidence-13212281
SkyNews,World,Where did Trump's pet-eating claims come from?,Where did Trump's pet-eating claims come from?,https://news.sky.com/story/where-did-donald-trumps-pet-eating-claims-come-from-13212808
SkyNews,World,Former Oxford Islamic scholar jailed for rape,Former Oxford Islamic scholar jailed for rape,https://news.sky.com/story/former-oxford-islamic-scholar-jailed-for-rape-in-switzerland-13212449
SkyNews,World,US debate in three minutes,US debate in three minutes,https://news.sky.com/video/abc-us-presidential-debate-six-key-moments-from-kamala-harris-and-donald-trumps-first-debate-13212729
SkyNews,World,'Geese were slaughtered in front of them','Geese were slaughtered in front of them',https://news.sky.com/video/jd-vance-doubles-down-on-donald-trumps-immigrants-eating-pets-claims-13212819
SkyNews,World,Biden could allow Ukraine to hit Russia with US missiles,Biden could allow Ukraine to hit Russia with US missiles,https://news.sky.com/video/ukraine-war-us-secretary-blinken-wont-rule-out-ukraine-hitting-russia-with-us-long-range-missiles-13212481
SkyNews,World,Migrants eyeing White House race closely,Migrants eyeing White House race closely,https://news.sky.com/video/migrants-waiting-on-us-border-watching-white-house-race-closely-13212391
SkyNews,World,Vietnam residents paddle through streets,Vietnam residents paddle through streets,https://news.sky.com/video/vietnam-residents-paddle-through-streets-after-deadly-flood-hit-country-13212632
SkyNews,World,Drones hit buildings Moscow,Drones hit buildings Moscow,https://news.sky.com/video/ukraine-war-drones-appear-to-hit-residential-areas-in-and-near-moscow-13212352
SkyNews,World,Injured mountain climbers rescued,Injured mountain climbers rescued,https://news.sky.com/video/italy-injured-climbers-rescued-after-snow-cornice-collapse-on-monte-rosa-13212333
SkyNews,World,'Russia has received Iranian missiles','Russia has received Iranian missiles',https://news.sky.com/video/antony-blinken-says-russia-has-received-shipments-of-ballistic-missiles-from-iran-13212347
SkyNews,World,Multiple bodies found on Mont Blanc,Multiple bodies found on Mont Blanc,https://news.sky.com/story/bodies-of-four-climbers-found-on-mont-blanc-13212493
